Expected,Predicted,LIME explanations
5,6.5,"[('alcohol > 0.72', 0.7178492604310668), ('free sulfur dioxide <= -0.71', -0.2263105944469916), ('-0.18 < volatile acidity <= 0.42', -0.11390249826449315), ('residual sugar <= -0.93', -0.11236170728062213), ('fixed acidity > 0.52', -0.09085600696183167), ('density <= -0.76', 0.07861436585660013)]"
6,5.86,"[('alcohol > 0.72', 0.6931669984236059), ('free sulfur dioxide <= -0.71', -0.2527210870985138), ('-0.18 < volatile acidity <= 0.42', -0.12733357802081186), ('residual sugar <= -0.93', -0.12074652333490232), ('fixed acidity > 0.52', -0.09141386686125048), ('density <= -0.76', 0.06123755032151921)]"
7,6.16,"[('alcohol > 0.72', 0.7199267663010772), ('free sulfur dioxide <= -0.71', -0.24768143725517217), ('residual sugar <= -0.93', -0.11125530170688006), ('-0.18 < volatile acidity <= 0.42', -0.10924775540274101), ('fixed acidity > 0.52', -0.07928749145792206), ('density <= -0.76', 0.0686246022020946)]"
6,6.18,"[('alcohol > 0.72', 0.7070972600645618), ('free sulfur dioxide <= -0.71', -0.24472782909790403), ('-0.18 < volatile acidity <= 0.42', -0.1244433734542579), ('residual sugar <= -0.93', -0.11415711605848411), ('fixed acidity > 0.52', -0.08789652408185127), ('density <= -0.76', 0.07570370316594881)]"
6,5.34,"[('alcohol > 0.72', 0.705989806716635), ('free sulfur dioxide <= -0.71', -0.24703737967176062), ('-0.18 < volatile acidity <= 0.42', -0.11536768173429958), ('residual sugar <= -0.93', -0.11535644834751192), ('fixed acidity > 0.52', -0.09100057429052764), ('density <= -0.76', 0.07668006409097716)]"
6,5.8,"[('alcohol > 0.72', 0.6930629425393002), ('free sulfur dioxide <= -0.71', -0.24129786078382928), ('-0.18 < volatile acidity <= 0.42', -0.13239698658628912), ('residual sugar <= -0.93', -0.12157401247296788), ('fixed acidity > 0.52', -0.08397736007317896), ('density <= -0.76', 0.06801970769751241)]"
6,5.4,"[('alcohol > 0.72', 0.6999861344099892), ('free sulfur dioxide <= -0.71', -0.24138081877392353), ('-0.18 < volatile acidity <= 0.42', -0.1269148457884552), ('residual sugar <= -0.93', -0.11599542642491326), ('fixed acidity > 0.52', -0.09522985414372571), ('density <= -0.76', 0.08618184253446741)]"
5,5.2,"[('alcohol > 0.72', 0.7179622544797439), ('free sulfur dioxide <= -0.71', -0.23492618315169078), ('residual sugar <= -0.93', -0.10685643422427193), ('-0.18 < volatile acidity <= 0.42', -0.09938656403449228), ('density <= -0.76', 0.09339397525537065), ('fixed acidity > 0.52', -0.08914660041673508)]"
6,5.7,"[('alcohol > 0.72', 0.7182930130411264), ('free sulfur dioxide <= -0.71', -0.24142623254368029), ('-0.18 < volatile acidity <= 0.42', -0.11592094674443165), ('residual sugar <= -0.93', -0.107082917591659), ('fixed acidity > 0.52', -0.10053235855814009), ('density <= -0.76', 0.07665260195963507)]"
7,7.0,"[('alcohol > 0.72', 0.7128229356787843), ('free sulfur dioxide <= -0.71', -0.23160764436548045), ('residual sugar <= -0.93', -0.10438248729464605), ('-0.18 < volatile acidity <= 0.42', -0.10376551848510933), ('fixed acidity > 0.52', -0.0869514504009498), ('density <= -0.76', 0.07729091852957864)]"
5,5.38,"[('alcohol > 0.72', 0.7127972108654984), ('free sulfur dioxide <= -0.71', -0.2471741502771423), ('-0.18 < volatile acidity <= 0.42', -0.12573286532455433), ('residual sugar <= -0.93', -0.11378275431081272), ('fixed acidity > 0.52', -0.08085454251689535), ('density <= -0.76', 0.06729669881667133)]"
6,6.12,"[('alcohol > 0.72', 0.702556559972279), ('free sulfur dioxide <= -0.71', -0.24268120051093375), ('-0.18 < volatile acidity <= 0.42', -0.11533476333800471), ('residual sugar <= -0.93', -0.10709361415200908), ('fixed acidity > 0.52', -0.0812562113221295), ('density <= -0.76', 0.07555622832675478)]"
4,5.26,"[('alcohol > 0.72', 0.7201573990630746), ('free sulfur dioxide <= -0.71', -0.23716221340160384), ('residual sugar <= -0.93', -0.13983109755986603), ('-0.18 < volatile acidity <= 0.42', -0.11916761825534573), ('fixed acidity > 0.52', -0.08796669305644672), ('density <= -0.76', 0.06967667595838391)]"
6,6.12,"[('alcohol > 0.72', 0.717866301649647), ('free sulfur dioxide <= -0.71', -0.2591074111109925), ('residual sugar <= -0.93', -0.10680203324022346), ('-0.18 < volatile acidity <= 0.42', -0.10310002027500956), ('fixed acidity > 0.52', -0.0922087926130024), ('density <= -0.76', 0.07030267087346959)]"
7,6.8,"[('alcohol > 0.72', 0.6990062557709834), ('free sulfur dioxide <= -0.71', -0.25750481930251723), ('-0.18 < volatile acidity <= 0.42', -0.11993982749561272), ('residual sugar <= -0.93', -0.11067634387717978), ('fixed acidity > 0.52', -0.08878849950478696), ('density <= -0.76', 0.06890001177218716)]"
6,5.62,"[('alcohol > 0.72', 0.7246555690208906), ('free sulfur dioxide <= -0.71', -0.23856401988889936), ('residual sugar <= -0.93', -0.12365005023707218), ('-0.18 < volatile acidity <= 0.42', -0.1098829624613915), ('density <= -0.76', 0.08148733571566309), ('fixed acidity > 0.52', -0.07683472837799019)]"
6,5.26,"[('alcohol > 0.72', 0.7306262339874919), ('free sulfur dioxide <= -0.71', -0.23250231665629242), ('residual sugar <= -0.93', -0.13391996683374788), ('-0.18 < volatile acidity <= 0.42', -0.10693885963142448), ('fixed acidity > 0.52', -0.09834397268470799), ('density <= -0.76', 0.0679307855319631)]"
5,6.3,"[('alcohol > 0.72', 0.7034195094745961), ('free sulfur dioxide <= -0.71', -0.23862646400813609), ('residual sugar <= -0.93', -0.11905951428854643), ('-0.18 < volatile acidity <= 0.42', -0.10359300397869829), ('fixed acidity > 0.52', -0.08648313556678731), ('density <= -0.76', 0.07982261126277021)]"
8,6.6,"[('alcohol > 0.72', 0.6984644787050277), ('free sulfur dioxide <= -0.71', -0.23392933945579902), ('residual sugar <= -0.93', -0.12472726745714172), ('fixed acidity > 0.52', -0.11434078921859853), ('-0.18 < volatile acidity <= 0.42', -0.10701275848285455), ('density <= -0.76', 0.06444518105412429)]"
6,5.98,"[('alcohol > 0.72', 0.7087401579891685), ('free sulfur dioxide <= -0.71', -0.24213285618416716), ('residual sugar <= -0.93', -0.11126719337761577), ('-0.18 < volatile acidity <= 0.42', -0.10448760733798877), ('fixed acidity > 0.52', -0.09301199722816954), ('density <= -0.76', 0.07617563281178681)]"
5,5.02,"[('alcohol > 0.72', 0.7029178897934074), ('free sulfur dioxide <= -0.71', -0.2514752419008095), ('-0.18 < volatile acidity <= 0.42', -0.12863176535632953), ('residual sugar <= -0.93', -0.11836057452849714), ('fixed acidity > 0.52', -0.09120574542339183), ('density <= -0.76', 0.061061546825347514)]"
6,6.42,"[('alcohol > 0.72', 0.7082324900331506), ('free sulfur dioxide <= -0.71', -0.23026867990007335), ('-0.18 < volatile acidity <= 0.42', -0.12435106109463241), ('residual sugar <= -0.93', -0.10338262482494844), ('fixed acidity > 0.52', -0.08229217190677506), ('density <= -0.76', 0.08107457905493355)]"
6,6.42,"[('alcohol > 0.72', 0.7235865449297518), ('free sulfur dioxide <= -0.71', -0.26769488246245643), ('residual sugar <= -0.93', -0.11664455798813951), ('density <= -0.76', 0.09642037018273573), ('-0.18 < volatile acidity <= 0.42', -0.0954063741394374), ('fixed acidity > 0.52', -0.08411271951277333)]"
6,6.5,"[('alcohol > 0.72', 0.6948839234975894), ('free sulfur dioxide <= -0.71', -0.238550131443561), ('-0.18 < volatile acidity <= 0.42', -0.1260276218419302), ('residual sugar <= -0.93', -0.1076276524213638), ('fixed acidity > 0.52', -0.06753160520156955), ('density <= -0.76', 0.05912006830909884)]"
5,5.82,"[('alcohol > 0.72', 0.7072790071476676), ('free sulfur dioxide <= -0.71', -0.24798402866952615), ('-0.18 < volatile acidity <= 0.42', -0.10413105744182509), ('residual sugar <= -0.93', -0.10052612958220403), ('fixed acidity > 0.52', -0.09567243569693991), ('density <= -0.76', 0.0642202953336746)]"
6,5.96,"[('alcohol > 0.72', 0.7099141728116163), ('free sulfur dioxide <= -0.71', -0.24403454984816078), ('-0.18 < volatile acidity <= 0.42', -0.13218247537891104), ('residual sugar <= -0.93', -0.12844252613690124), ('fixed acidity > 0.52', -0.09619603306954584), ('density <= -0.76', 0.07611082801409516)]"
7,6.86,"[('alcohol > 0.72', 0.7070066197161359), ('free sulfur dioxide <= -0.71', -0.24912159029386463), ('-0.18 < volatile acidity <= 0.42', -0.10356954619183072), ('residual sugar <= -0.93', -0.09786312342244508), ('fixed acidity > 0.52', -0.07501590353923471), ('density <= -0.76', 0.07359545059721706)]"
6,5.5,"[('alcohol > 0.72', 0.703263591697451), ('free sulfur dioxide <= -0.71', -0.23779458789676933), ('-0.18 < volatile acidity <= 0.42', -0.12323075657198271), ('residual sugar <= -0.93', -0.10048809594075206), ('fixed acidity > 0.52', -0.08131178996834058), ('density <= -0.76', 0.05996389776649286)]"
6,6.18,"[('alcohol > 0.72', 0.7271238344872489), ('free sulfur dioxide <= -0.71', -0.23357030493209835), ('-0.18 < volatile acidity <= 0.42', -0.11779881888016884), ('residual sugar <= -0.93', -0.08561133554263299), ('fixed acidity > 0.52', -0.06799948449469127), ('density <= -0.76', 0.0661608550506159)]"
5,5.04,"[('alcohol > 0.72', 0.7093279083683375), ('free sulfur dioxide <= -0.71', -0.23587356526787337), ('-0.18 < volatile acidity <= 0.42', -0.12750153244482287), ('residual sugar <= -0.93', -0.10986839862224955), ('fixed acidity > 0.52', -0.07227462856110148), ('density <= -0.76', 0.05985614649041128)]"
6,5.94,"[('alcohol > 0.72', 0.7167614606169189), ('free sulfur dioxide <= -0.71', -0.21767717524541133), ('-0.18 < volatile acidity <= 0.42', -0.1347296396550965), ('residual sugar <= -0.93', -0.10717990889547682), ('fixed acidity > 0.52', -0.08799507878794173), ('density <= -0.76', 0.08072799424745979)]"
7,6.4,"[('alcohol > 0.72', 0.7012509979545325), ('free sulfur dioxide <= -0.71', -0.234965646160348), ('residual sugar <= -0.93', -0.1498777153026902), ('fixed acidity > 0.52', -0.0989974292789161), ('-0.18 < volatile acidity <= 0.42', -0.09015963473952085), ('density <= -0.76', 0.07740182548827662)]"
5,5.56,"[('alcohol > 0.72', 0.6862722720065125), ('free sulfur dioxide <= -0.71', -0.2185408911675457), ('residual sugar <= -0.93', -0.12425886006053742), ('-0.18 < volatile acidity <= 0.42', -0.11869296342369452), ('fixed acidity > 0.52', -0.07999087941919485), ('density <= -0.76', 0.07900529099776198)]"
7,6.4,"[('alcohol > 0.72', 0.7038030271182638), ('free sulfur dioxide <= -0.71', -0.23940927737982176), ('residual sugar <= -0.93', -0.11318768620525706), ('-0.18 < volatile acidity <= 0.42', -0.11145391973663796), ('fixed acidity > 0.52', -0.10204181665285275), ('density <= -0.76', 0.08041185429212554)]"
6,6.02,"[('alcohol > 0.72', 0.7148509303811282), ('free sulfur dioxide <= -0.71', -0.24314026839244604), ('residual sugar <= -0.93', -0.10757789775510057), ('-0.18 < volatile acidity <= 0.42', -0.10604319335475756), ('fixed acidity > 0.52', -0.1027308852235219), ('density <= -0.76', 0.06985487617196544)]"
5,5.14,"[('alcohol > 0.72', 0.7230890882514281), ('free sulfur dioxide <= -0.71', -0.24834835580350992), ('residual sugar <= -0.93', -0.13905304247964423), ('-0.18 < volatile acidity <= 0.42', -0.11560417934781117), ('fixed acidity > 0.52', -0.09405482754409536), ('density <= -0.76', 0.08188820430431816)]"
5,5.74,"[('alcohol > 0.72', 0.7188741327062925), ('free sulfur dioxide <= -0.71', -0.25305279022141147), ('residual sugar <= -0.93', -0.11405578327687318), ('-0.18 < volatile acidity <= 0.42', -0.09704730186408245), ('density <= -0.76', 0.08923691163024432), ('fixed acidity > 0.52', -0.08030520906168173)]"
5,5.3,"[('alcohol > 0.72', 0.689833340063818), ('free sulfur dioxide <= -0.71', -0.22894118511362638), ('residual sugar <= -0.93', -0.12555017762328805), ('-0.18 < volatile acidity <= 0.42', -0.1078448530858903), ('fixed acidity > 0.52', -0.09840371119562315), ('density <= -0.76', 0.09105801558022183)]"
5,5.3,"[('alcohol > 0.72', 0.6863450594773765), ('free sulfur dioxide <= -0.71', -0.24727737401974864), ('-0.18 < volatile acidity <= 0.42', -0.10633750523570869), ('residual sugar <= -0.93', -0.10050026924584111), ('density <= -0.76', 0.09423852319912689), ('fixed acidity > 0.52', -0.0880914683301836)]"
6,5.76,"[('alcohol > 0.72', 0.7037335956784193), ('free sulfur dioxide <= -0.71', -0.23607993619030032), ('residual sugar <= -0.93', -0.12361171359952228), ('-0.18 < volatile acidity <= 0.42', -0.12277243890110145), ('fixed acidity > 0.52', -0.08413723981227975), ('density <= -0.76', 0.0679356492371767)]"
6,5.74,"[('alcohol > 0.72', 0.7197420683601828), ('free sulfur dioxide <= -0.71', -0.22835870764310645), ('residual sugar <= -0.93', -0.12350091928385754), ('-0.18 < volatile acidity <= 0.42', -0.10315251191652511), ('density <= -0.76', 0.10145730819551521), ('fixed acidity > 0.52', -0.0781985895514103)]"
7,6.94,"[('alcohol > 0.72', 0.7130673438528453), ('free sulfur dioxide <= -0.71', -0.24791115052144477), ('residual sugar <= -0.93', -0.11289725806273519), ('-0.18 < volatile acidity <= 0.42', -0.10450877708575262), ('fixed acidity > 0.52', -0.08563791885052938), ('density <= -0.76', 0.0659239241026503)]"
5,6.06,"[('alcohol > 0.72', 0.710849691320637), ('free sulfur dioxide <= -0.71', -0.2594505235720661), ('residual sugar <= -0.93', -0.11673179190836776), ('-0.18 < volatile acidity <= 0.42', -0.10320422567589069), ('fixed acidity > 0.52', -0.09372226187490844), ('density <= -0.76', 0.08477101910412144)]"
5,5.2,"[('alcohol > 0.72', 0.6968723378781139), ('free sulfur dioxide <= -0.71', -0.2317533173684297), ('residual sugar <= -0.93', -0.12363421941739736), ('-0.18 < volatile acidity <= 0.42', -0.111512452882889), ('fixed acidity > 0.52', -0.08274938977771512), ('density <= -0.76', 0.06283458567736969)]"
6,5.2,"[('alcohol > 0.72', 0.70384808763378), ('free sulfur dioxide <= -0.71', -0.2489784898431389), ('residual sugar <= -0.93', -0.12417629406589481), ('fixed acidity > 0.52', -0.09958616359659977), ('-0.18 < volatile acidity <= 0.42', -0.09458516729246057), ('density <= -0.76', 0.08751138883690016)]"
5,6.06,"[('alcohol > 0.72', 0.703031514999907), ('free sulfur dioxide <= -0.71', -0.23062439880318902), ('residual sugar <= -0.93', -0.1287328151360435), ('-0.18 < volatile acidity <= 0.42', -0.10446017522021542), ('fixed acidity > 0.52', -0.08868697535690111), ('density <= -0.76', 0.07211177521752665)]"
4,5.18,"[('alcohol > 0.72', 0.7027191462880089), ('free sulfur dioxide <= -0.71', -0.25496921431241737), ('residual sugar <= -0.93', -0.12002493303259909), ('fixed acidity > 0.52', -0.09918139817891687), ('-0.18 < volatile acidity <= 0.42', -0.09914265506238894), ('density <= -0.76', 0.07551530612426173)]"
6,4.86,"[('alcohol > 0.72', 0.7174056182326344), ('free sulfur dioxide <= -0.71', -0.25219123317649356), ('-0.18 < volatile acidity <= 0.42', -0.12941710768187203), ('residual sugar <= -0.93', -0.1089154353494355), ('fixed acidity > 0.52', -0.0955080802806285), ('density <= -0.76', 0.06478083218439147)]"
7,6.06,"[('alcohol > 0.72', 0.7159625923866302), ('free sulfur dioxide <= -0.71', -0.2369864107939211), ('residual sugar <= -0.93', -0.12860297343286659), ('-0.18 < volatile acidity <= 0.42', -0.12375105206051852), ('fixed acidity > 0.52', -0.09454778681071274), ('density <= -0.76', 0.061498233096175275)]"
5,5.84,"[('alcohol > 0.72', 0.7161510097584327), ('free sulfur dioxide <= -0.71', -0.22836044598608496), ('residual sugar <= -0.93', -0.14114878508575135), ('-0.18 < volatile acidity <= 0.42', -0.1079627051764599), ('fixed acidity > 0.52', -0.10273751961354896), ('density <= -0.76', 0.07478173763696502)]"
6,5.52,"[('alcohol > 0.72', 0.7113537847436809), ('free sulfur dioxide <= -0.71', -0.24155913295002238), ('-0.18 < volatile acidity <= 0.42', -0.11259745469617607), ('residual sugar <= -0.93', -0.10899428316366988), ('fixed acidity > 0.52', -0.0847214862506821), ('density <= -0.76', 0.055754558801686234)]"
5,5.18,"[('alcohol > 0.72', 0.709005785839288), ('free sulfur dioxide <= -0.71', -0.22295778571450797), ('residual sugar <= -0.93', -0.1264326643364189), ('-0.18 < volatile acidity <= 0.42', -0.11198192795419971), ('density <= -0.76', 0.0956622894485056), ('fixed acidity > 0.52', -0.08481821663013975)]"
5,5.58,"[('alcohol > 0.72', 0.6987043235765414), ('free sulfur dioxide <= -0.71', -0.2480311161912825), ('residual sugar <= -0.93', -0.1167171858354706), ('-0.18 < volatile acidity <= 0.42', -0.11340818870001286), ('fixed acidity > 0.52', -0.0936411171845176), ('density <= -0.76', 0.06408646761256002)]"
6,5.8,"[('alcohol > 0.72', 0.6935393040161275), ('free sulfur dioxide <= -0.71', -0.22988253119241903), ('residual sugar <= -0.93', -0.11584176448923479), ('-0.18 < volatile acidity <= 0.42', -0.09491524672954862), ('fixed acidity > 0.52', -0.07767311365383858), ('-0.72 < total sulfur dioxide <= -0.10', 0.05460416332317931)]"
7,5.86,"[('alcohol > 0.72', 0.6941610172248756), ('free sulfur dioxide <= -0.71', -0.2535299809806406), ('residual sugar <= -0.93', -0.14064838991375753), ('-0.18 < volatile acidity <= 0.42', -0.1072044465737588), ('fixed acidity > 0.52', -0.10242654795483355), ('density <= -0.76', 0.07533638203751422)]"
7,6.88,"[('alcohol > 0.72', 0.6918364759269182), ('free sulfur dioxide <= -0.71', -0.23463805763540407), ('residual sugar <= -0.93', -0.13990721855394547), ('fixed acidity > 0.52', -0.10257266962666152), ('-0.18 < volatile acidity <= 0.42', -0.09110091061403562), ('density <= -0.76', 0.08658282442495706)]"
5,5.24,"[('alcohol > 0.72', 0.713058751861976), ('free sulfur dioxide <= -0.71', -0.2473192001020734), ('residual sugar <= -0.93', -0.1359699523888208), ('-0.18 < volatile acidity <= 0.42', -0.11927424479315127), ('fixed acidity > 0.52', -0.09403716851876767), ('density <= -0.76', 0.06408040837858217)]"
6,5.64,"[('alcohol > 0.72', 0.708225187413118), ('free sulfur dioxide <= -0.71', -0.24255352476064354), ('residual sugar <= -0.93', -0.12330991316164186), ('-0.18 < volatile acidity <= 0.42', -0.10264000949747654), ('fixed acidity > 0.52', -0.07580307531207893), ('density <= -0.76', 0.07246835598472909)]"
8,7.96,"[('alcohol > 0.72', 0.7109295749610255), ('free sulfur dioxide <= -0.71', -0.23981995615296647), ('residual sugar <= -0.93', -0.12308347536316977), ('-0.18 < volatile acidity <= 0.42', -0.10306234725982777), ('fixed acidity > 0.52', -0.09048765722949989), ('density <= -0.76', 0.07152861321223224)]"
